movieId,title,genres,director_name,imdb_score,duration,budget,language,country,content_rating,num_voted_users,plot_keywords
110,Braveheart (1995),Action|Drama|War,Mel Gibson,8.4,178.0,72000000.0,English,USA,R,736638,14th century|legend|revolt|scotland|tyranny
111,Taxi Driver (1976),Crime|Drama|Thriller,Martin Scorsese,8.3,110.0,1300000.0,English,USA,R,507063,loner|neo noir|night shift|taxi driver|vigilante
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,Stanley Tong,6.7,89.0,7500000.0,Cantonese,Hong Kong,R,29843,fight|gang|greed|street gang|wedding
122,Boomerang (1992),Comedy|Romance,Reginald Hudlin,5.4,117.0,40000000.0,English,USA,R,20183,advertising|battle of the sexes|dating|one word title|womanizer
125,Flirting With Disaster (1996),Comedy,David O. Russell,6.8,92.0,7000000.0,English,USA,R,15088,adoption|armpit fetish|mistaken identity|new mexico|overalls
132,Jade (1995),Thriller,William Friedkin,5.1,107.0,50000000.0,English,USA,R,9227,blackmail|investigation|murder|panties pulled down|prostitution
140,Up Close and Personal (1996),Drama|Romance,Jon Avnet,6.1,124.0,60000000.0,English,USA,PG-13,11370,journalism|news anchor|newscast|newscaster|tv journalism
144,"Brothers McMullen, The (1995)",Comedy,Edward Burns,6.6,98.0,25000.0,English,USA,R,6375,abusive father|critically acclaimed|loss of father|love|true love
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,Michael Bay,6.8,119.0,19000000.0,English,USA,R,172405,drugs|heroin|murder|police|witness
150,Apollo 13 (1995),Adventure|Drama|IMAX,Ron Howard,7.6,140.0,62000000.0,English,USA,PG,208817,cape kennedy|news footage|reference to christopher columbus|rocket|trapped in space
151,Rob Roy (1995),Action|Drama|Romance|War,Michael Caton-Jones,6.9,139.0,28000000.0,English,USA,R,34427,18th century|highlands|scotland|sexual cruelty|sword fight
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,Joel Schumacher,5.4,121.0,100000000.0,English,USA,PG-13,190786,love|necktie|partner|rock music|tuxedo
158,Casper (1995),Adventure|Children,Brad Silberling,6.0,100.0,50000000.0,English,USA,PG,85903,casper|friendly ghost|ghost|maine|mansion
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,Frank Marshall,5.0,109.0,50000000.0,English,USA,PG-13,34471,captain|congo|expedition|laser|lost city
161,Crimson Tide (1995),Drama|Thriller|War,Tony Scott,7.3,123.0,53000000.0,English,USA,R,81026,alabama|mutiny|order|radio|submarine
163,Desperado (1995),Action|Romance|Western,Robert Rodriguez,7.2,104.0,7000000.0,English,USA,R,138707,crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,John McTiernan,7.6,128.0,90000000.0,English,USA,R,299258,bomb|detective|new york city|police|terrorist
168,First Knight (1995),Action|Drama|Romance,Jerry Zucker,5.9,134.0,55000000.0,English,USA,PG-13,55350,battle|king|king arthur|knight|marriage
170,Hackers (1995),Action|Adventure|Crime|Thriller,Iain Softley,6.2,107.0,20000000.0,English,USA,PG-13,54650,computer|computer virus|cyberpunk|fight the system|sexual fantasy
180,Mallrats (1995),Comedy|Romance,Kevin Smith,7.2,123.0,6000000.0,English,USA,R,99033,comic|ex girlfriend|jay and silent bob|mall|teenager
185,"Net, The (1995)",Action|Crime|Thriller,Irwin Winkler,5.8,114.0,22000000.0,English,USA,PG-13,48909,chat room|computer|computer hacker|identity|identity theft
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,Gregory Widen,6.6,98.0,8000000.0,English,USA,R,24438,angel|corpse|girl|heaven|soul
191,"Scarlet Letter, The (1995)",Drama|Romance,Roland Joffé,5.1,135.0,50000000.0,English,USA,R,12037,17th century|adultery|letter|pubic hair|swimming
193,Showgirls (1995),Drama,Paul Verhoeven,4.6,131.0,45000000.0,English,France,NC-17,49874,cult film|lap dance|lap dancing|stripper|striptease
196,Species (1995),Horror|Sci-Fi,Roger Donaldson,5.8,108.0,35000000.0,English,USA,R,61018,alien|interspecies sex|scientist|sexual attraction|train
204,Under Siege 2: Dark Territory (1995),Action,Geoff Murphy,5.4,92.0,60000000.0,English,USA,R,35918,colorado|niece|satellite|terrorist|train
208,Waterworld (1995),Action|Adventure|Sci-Fi,Kevin Reynolds,6.1,176.0,175000000.0,English,USA,PG-13,144337,future|sail|sea|smoker|water
215,Before Sunrise (1995),Drama|Romance,Richard Linklater,8.1,105.0,2500000.0,English,USA,R,183288,american|conversations|kiss|love|train
223,Clerks (1994),Comedy,Kevin Smith,7.8,102.0,230000.0,English,USA,R,181749,clerk|friend|hockey|video|video store
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,Jeremy Leven,6.8,97.0,25000000.0,English,USA,PG-13,41310,don juan|mental institution|patient|psychiatrist|retirement
225,Disclosure (1994),Drama|Thriller,Barry Levinson,6.0,128.0,55000000.0,English,USA,R,36587,computer|marriage|non statutory female on male rape|promotion|sexual harassment
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,Peter Farrelly,7.3,113.0,16000000.0,English,USA,PG-13,288451,briefcase full of money|character repeating someone else's dialogue|character says i love you|friendship|reference to cinderella
233,Exotica (1994),Drama,Atom Egoyan,7.2,103.0,2000000.0,English,Canada,R,14112,bird|cult film|egg|nightclub|toronto
235,Ed Wood (1994),Comedy|Drama,Tim Burton,7.9,127.0,18000000.0,English,USA,R,142416,1950s|director|friend|friendship|transvestism
246,Hoop Dreams (1994),Documentary,Steve James,8.3,170.0,700000.0,English,USA,PG-13,18980,athlete|basketball|high school|high school student|school
247,Heavenly Creatures (1994),Crime|Drama,Peter Jackson,7.4,108.0,5000000.0,English,New Zealand,R,50197,fantasy life|friend|friendship|love|teenage crush
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,Neil Jordan,7.6,123.0,60000000.0,English,USA,R,239752,betrayal|dangerous friend|gothic|monster as victim|vampire
254,Jefferson in Paris (1995),Drama,James Ivory,5.7,139.0,14000000.0,English,France,PG-13,2427,18th century|ambassador|french revolution|friendship|thomas jefferson
259,Kiss of Death (1995),Crime|Drama|Thriller,Barbet Schroeder,5.9,101.0,40000000.0,English,USA,R,14226,beard|female nudity|police brutality|stripper|woman in lingerie
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,George Lucas,8.7,125.0,11000000.0,English,USA,PG,911097,death star|empire|galactic war|princess|rebellion
261,Little Women (1994),Drama,Gillian Armstrong,7.3,115.0,15000000.0,English,USA,PG,36624,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war
266,Legends of the Fall (1994),Drama|Romance|War|Western,Edward Zwick,7.5,133.0,30000000.0,English,USA,R,112175,epic|heart|killing an animal|passion|usa
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,Wolfgang Petersen,6.6,127.0,50000000.0,English,USA,R,91176,disease|epidemic|monkey|quarantine|virus
294,"Perez Family, The (1995)",Comedy|Romance,Mira Nair,6.2,113.0,11000000.0,English,USA,R,1761,immigration|love|political prisoner|reference to john wayne|title directed by female
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Quentin Tarantino,8.9,178.0,8000000.0,English,USA,R,1324680,black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,Sam Raimi,6.4,107.0,32000000.0,English,Japan,R,69197,authority figure as villian|gun duel|saved from hanging|showdown|street shootout
315,"Specialist, The (1994)",Action|Drama|Thriller,Luis Llosa,5.4,110.0,45000000.0,English,Peru,R,50148,bomb|cia|explosive|explosives expert|miami florida
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,John Pasquin,6.4,97.0,22000000.0,English,USA,PG,64742,1990s|christmas|christmas eve|sleigh|surrealism
318,"Shawshank Redemption, The (1994)",Crime|Drama,Frank Darabont,9.3,142.0,25000000.0,English,USA,R,1689764,escape from prison|first person narration|prison|prison cell search|wrongful imprisonment
327,Tank Girl (1995),Action|Comedy|Sci-Fi,Rachel Talalay,5.2,104.0,25000000.0,English,USA,R,24790,2030s|21st century|desert|jet|tank
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,Ernest R. Dickerson,6.7,92.0,13000000.0,English,USA,R,16646,blood|blood of christ|demon|key|loud sex
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,David Carson,6.6,118.0,35000000.0,English,USA,PG,60504,23rd century|bare chested male bondage|enterprise the starship|rescue|sacrifice
330,Tales from the Hood (1995),Action|Crime|Horror,Rusty Cundieff,6.1,98.0,6000000.0,English,USA,R,4582,child abuse|death|drugs|ku klux klan|police brutality
337,What's Eating Gilbert Grape (1993),Drama,Lasse Hallström,7.8,118.0,11000000.0,English,USA,PG-13,171882,apostrophe in title|face slap|four word title|grocery store|police
338,Virtuosity (1995),Action|Sci-Fi|Thriller,Brett Leonard,5.5,106.0,30000000.0,English,USA,R,23579,android|ex cop|serial killer|virtual character come to life|virtual reality
344,Ace Ventura: Pet Detective (1994),Comedy,Tom Shadyac,6.9,78.0,12000000.0,English,USA,PG-13,216486,detective|dolphin|mascot|nudity|stupidity
348,Bullets Over Broadway (1994),Comedy,Woody Allen,7.5,98.0,20000000.0,English,USA,R,29385,actress|bodyguard|new york city|play|playwright
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,Phillip Noyce,6.9,141.0,62000000.0,English,USA,PG-13,69663,cia|colombia|colombian drug cartel|drugs|president
350,"Client, The (1994)",Drama|Mystery|Thriller,Joel Schumacher,6.7,119.0,45000000.0,English,USA,PG-13,45798,boy|brother|lawyer|mafia|senator
352,Crooklyn (1994),Comedy|Drama,Spike Lee,6.9,115.0,14000000.0,English,USA,PG-13,6011,argument|birthday|bully|coming of age|semi autobiographical
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,Alex Proyas,7.6,98.0,23000000.0,English,USA,R,136580,back from the dead|crime boss|crow|gothic|vigilante
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,Brian Levant,4.8,91.0,45000000.0,English,USA,PG,60884,1000000 b.c.|box office hit|lawn mowing|product placement|stone age
356,Forrest Gump (1994),Comedy|Drama|Romance|War,Robert Zemeckis,8.8,142.0,55000000.0,English,USA,PG-13,1251222,amputee|love|vietnam|vietnam war|war hero
357,Four Weddings and a Funeral (1994),Comedy|Romance,Mike Newell,7.1,117.0,4500000.0,English,UK,R,107923,1990s|chick flick|funeral|gay relationship|wedding
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,Roger Allers,8.5,73.0,45000000.0,English,USA,G,644348,king|prince|scar|uncle|unnecessary guilt
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,Wes Craven,6.4,107.0,8000000.0,English,USA,R,38191,earthquake|elm street|freddy krueger|nightmare|sleep
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,Chuck Russell,6.9,114.0,18000000.0,English,USA,PG-13,265818,bank|bank clerk|gangster|loki|mask
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,Peter Segal,6.4,83.0,30000000.0,English,USA,PG-13,76850,retirement|spoof|terrorist|transsexual|undercover
374,Richie Rich (1994),Children|Comedy,Donald Petrie,5.2,95.0,40000000.0,English,USA,PG,49612,attempted murder|based on comic book|escape from prison|lost at sea|wealth
376,"River Wild, The (1994)",Action|Thriller,Curtis Hanson,6.3,111.0,45000000.0,English,USA,PG-13,32544,criminal|rafting|river|robber|white water rafting
377,Speed (1994),Action|Romance|Thriller,Jan de Bont,7.2,116.0,25000000.0,English,USA,R,260981,bomb|bus|elevator|explosive|rescue
379,Timecop (1994),Action|Sci-Fi|Thriller,Peter Hyams,5.8,99.0,27000000.0,English,Canada,R,44394,cop|corrupt politician|future|senator|time travel
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,James Cameron,7.2,141.0,115000000.0,English,USA,R,190439,espionage|secret agent|secret mission|spy|spy film
382,Wolf (1994),Drama|Horror|Romance|Thriller,Mike Nichols,6.2,125.0,70000000.0,English,USA,R,43559,blood|publisher|publishing house|werewolf|wolf
383,Wyatt Earp (1994),Western,Lawrence Kasdan,6.6,212.0,63000000.0,English,USA,PG-13,35314,historically inaccurate|name calling|penis slur|vomiting|wyatt earp
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,Keenen Ivory Wayans,5.8,100.0,10000000.0,English,USA,R,3924,drugs|ex cop|gun fu|machismo|shootout
393,Street Fighter (1994),Action|Adventure|Fantasy,Steven E. de Souza,3.8,102.0,35000000.0,English,Japan,PG-13,53115,guile|hostage|ransom|soldier|united nations
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,Andrew Morahan,4.3,99.0,26000000.0,English,Canada,PG-13,16194,cave|highlander|illusion|immortal|japan
412,"Age of Innocence, The (1993)",Drama,Martin Scorsese,7.2,139.0,30000000.0,English,USA,PG,36267,19th century|countess|lawyer|love|new york
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,John Landis,5.5,104.0,55000000.0,English,USA,R,60293,california|counterfeit|counterfeit money|money|theme park
434,Cliffhanger (1993),Action|Adventure|Thriller,Renny Harlin,6.4,124.0,70000000.0,English,USA,R,96096,money|mountain|rocky mountains|snow|suitcase
441,Dazed and Confused (1993),Comedy,Richard Linklater,7.7,102.0,6900000.0,English,USA,R,120036,football|hazing|high school|last day of school|pledge
454,"Firm, The (1993)",Drama|Thriller,Sydney Pollack,6.8,154.0,42000000.0,English,USA,R,88844,bar|fbi|law|law firm|lawyer
457,"Fugitive, The (1993)",Thriller,Andrew Davis,7.8,130.0,44000000.0,English,USA,PG-13,213668,hospital|on the run|one armed man|surgeon|u.s. marshal
471,"Hudsucker Proxy, The (1994)",Comedy,Joel Coen,7.3,111.0,30000000.0,English,UK,PG,65474,art deco|board of directors|industry|mail|stock
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,Steven Spielberg,8.1,127.0,63000000.0,English,USA,PG-13,613473,dinosaur|jurassic park|survival|theme park|tyrannosaurus rex
482,Killing Zoe (1994),Crime|Drama|Thriller,Roger Avary,6.5,99.0,1500000.0,English,France,R,17322,bank|bastille day|call girl|childhood friend|drugs
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,John McTiernan,6.2,130.0,70000000.0,English,USA,PG-13,106528,action hero|hero|magic|ticket|video store
493,Menace II Society (1993),Action|Crime|Drama,Albert Hughes,7.5,97.0,3500000.0,English,USA,R,39508,1990s|escape|graduation|hustler|street
494,Executive Decision (1996),Action|Adventure|Thriller,Stuart Baird,6.4,133.0,55000000.0,English,USA,R,40858,bomb|hostage|military|plane|terrorist
497,Much Ado About Nothing (1993),Comedy|Romance,Kenneth Branagh,7.4,111.0,8000000.0,English,UK,PG-13,37269,16th century|bachelor|dishonor|masquerade party|wedding
500,Mrs. Doubtfire (1993),Comedy|Drama,Chris Columbus,6.9,125.0,25000000.0,English,USA,PG-13,181380,actor|based on novel|fancy restaurant|male actor playing a female character|party
508,Philadelphia (1993),Drama,Jonathan Demme,7.7,125.0,26000000.0,English,USA,PG-13,178731,aids|city name in title|gay|homophobia|lawyer
509,"Piano, The (1993)",Drama|Romance,Jane Campion,7.6,121.0,7000000.0,English,New Zealand,R,63931,adultery|daughter|male rear nudity|new zealand|piano
510,Poetic Justice (1993),Drama,John Singleton,5.9,109.0,14000000.0,English,USA,R,8904,african american|mail carrier|poetry|postal worker|south central los angeles
515,"Remains of the Day, The (1993)",Drama|Romance,James Ivory,7.9,134.0,11500000.0,English,UK,PG,45703,butler|housekeeper|manor|servant|service
516,Renaissance Man (1994),Comedy|Drama,Penny Marshall,6.1,128.0,40000000.0,English,USA,PG-13,13830,army|basic training|reference to shakespeare's hamlet|teacher|u.s. army
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,Fred Dekker,3.9,104.0,23500000.0,English,USA,PG-13,35018,android|corporation|ninja|police|robocop
521,Romeo Is Bleeding (1993),Crime|Thriller,Peter Medak,6.6,100.0,11500000.0,English,UK,R,10735,detective|police|protection|russian|sergeant
523,Ruby in Paradise (1993),Drama,Victor Nunez,7.2,114.0,800000.0,English,USA,R,2039,desire|florida|identity|resort town|sales
527,Schindler's List (1993),Drama|War,Steven Spielberg,8.9,185.0,22000000.0,English,USA,R,865020,german|german soldier|jew|jewish|nazi
532,Serial Mom (1994),Comedy|Crime|Horror,John Waters,6.7,95.0,13000000.0,English,USA,R,21212,dentist|housewife|howie scream|murder|perfection
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,Russell Mulcahy,6.0,93.0,25000000.0,English,USA,PG-13,18723,1930s|bomb|city|invisibility|the shadow
534,Shadowlands (1993),Drama|Romance,Richard Attenborough,7.4,115.0,22000000.0,English,UK,PG,13455,author|book|england|friend|oxford
541,Blade Runner (1982),Action|Sci-Fi|Thriller,Ridley Scott,8.2,117.0,28000000.0,English,USA,R,461609,artificial intelligence|human android relationship|megacorporation|police detective|tech noir
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,Annabel Jankel,4.0,104.0,42000000.0,English,UK,PG,38203,based on video game|dinosaur|king|mario|plumber
553,Tombstone (1993),Action|Drama|Western,George P. Cosmatos,7.8,134.0,25000000.0,English,USA,R,95241,cigar smoking|cowboy|duel|outlaw|tombstone arizona
555,True Romance (1993),Crime|Thriller,Tony Scott,8.0,121.0,13000000.0,English,USA,R,163492,aspiring actor|cocaine|drugs|pimp|suitcase full of money
562,Welcome to the Dollhouse (1995),Comedy|Drama,Todd Solondz,7.5,88.0,800000.0,English,USA,R,26513,bully|first crush|school|social outcast|taunting
586,Home Alone (1990),Children|Comedy,Chris Columbus,7.5,103.0,18000000.0,English,USA,PG,311075,airport|child protagonist|child swearing|christmas|home alone
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,Jerry Zucker,7.0,127.0,22000000.0,English,USA,PG-13,154199,death|film blanc|invisibility|love|unrequited love
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,Ron Clements,8.0,90.0,28000000.0,English,USA,G,260939,arab|genie|magic|princess|reference to a thousand and one nights
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,James Cameron,8.5,153.0,102000000.0,English,USA,R,744891,future|liquid metal|multiple cameos|sexy woman|time travel
590,Dances with Wolves (1990),Adventure|Drama|Western,Kevin Costner,8.0,236.0,22000000.0,English,USA,PG-13,186485,friendship|frontier|honor|outpost|soldier
592,Batman (1989),Action|Crime|Thriller,Tim Burton,7.6,126.0,35000000.0,English,USA,PG-13,269033,city|dc comics|gotham|pantyhose|police
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,Jonathan Demme,8.6,138.0,19000000.0,English,USA,R,887467,case file|fbi agent|psycho thriller|psychopath|serial killer
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,William Cottrell,7.7,83.0,2000000.0,English,USA,Approved,133348,dwarf|love|princess|queen|snow white
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,Norman Ferguson,7.5,88.0,2600000.0,English,USA,Approved,90360,boy|conscience|fairy|jiminy cricket|pinocchio
597,Pretty Woman (1990),Comedy|Romance,Garry Marshall,6.9,125.0,14000000.0,English,USA,R,213476,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman
599,"Wild Bunch, The (1969)",Adventure|Western,Sam Peckinpah,8.0,144.0,6244087.0,English,USA,R,63192,friendship|honor|righteous rage|soldier|texas
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,Gerald Potterton,6.7,90.0,9300000.0,English,Canada,R,23516,anthology|girl|heavy metal|secretary|segments
612,"Pallbearer, The (1996)",Comedy,Matt Reeves,4.9,98.0,8000000.0,English,USA,PG-13,6124,bachelor party|directorial debut|funeral|pallbearer|wedding
626,"Thin Line Between Love and Hate, A (1996)",Comedy,Martin Lawrence,5.6,108.0,8000000.0,English,USA,R,3122,african american|dating|independent film|irreverence|revenge
637,Sgt. Bilko (1996),Comedy,Jonathan Lynn,5.7,93.0,39000000.0,English,USA,PG,17810,greenland|military|revenge|soldier|u.s. soldier
639,Girl 6 (1996),Comedy|Drama,Spike Lee,5.0,108.0,12000000.0,English,USA,R,4961,actress|neighbor|phone sex|queens new york city|sex addiction
647,Courage Under Fire (1996),Action|Crime|Drama|War,Edward Zwick,6.6,116.0,46000000.0,English,USA,R,40126,bravery|honor|medal of honor|military life|unreliable flashback
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,Brian De Palma,7.1,110.0,80000000.0,English,USA,PG-13,300542,disguise|mission|spy|stealing|traitor
653,Dragonheart (1996),Action|Adventure|Fantasy,Rob Cohen,6.4,103.0,57000000.0,English,USA,PG-13,78343,dragon|england|human dragon relationship|king|knight
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,Joe Pytka,6.3,88.0,80000000.0,English,USA,PG,112167,alien|basketball|basketball game|cult film|monstars
674,Barbarella (1968),Adventure|Comedy|Sci-Fi,Roger Vadim,5.9,98.0,9000000.0,English,France,PG,24436,41st century|angel|future|laser gun|space opera
691,Mrs. Winterbourne (1996),Comedy|Romance,Richard Benjamin,6.2,105.0,25000000.0,English,USA,PG-13,5668,love|train|train wreck|twin brother|two word title
711,Flipper (1996),Adventure|Children,Alan Shapiro,5.2,95.0,25530000.0,English,USA,PG,8008,dolphin|florida|florida keys|summer|vomiting
